,userid,start_latitude,start_longitude,appid
0,15094172345,,,com.nike.sport.running.ios
1,15094172279,42.12323226038564,-84.30835347630484,com.nike.sport.running.ios
2,15094172259,26.30018168597137,-98.00293830232508,com.nike.sport.running.ios
3,12572981052,-30.02980627122338,-51.16295364690122,com.nike.sport.running.ios
4,12572981479,33.06869921277563,-110.1450562757534,com.nike.sport.running.ios
5,15094172259,,,com.nike.sport.running.ios
6,15094172164,51.4811739419135,-0.4492379911248099,com.nike.sport.running.ios
7,12572981963,39.53949376013087,-0.4819048661743122,com.nike.sport.running.ios
8,15094056911,,,com.nike.sport.running.ios
9,12573027225,19.00640188718122,72.81399342238234,com.nike.sport.running.ios
10,15094056911,,,com.nike.sport.running.ios
11,12573027346,32.14503976053758,34.82760152782763,com.nike.sport.running.ios
12,15094056911,18.40882591904924,-66.04571633047055,com.nike.sport.running.ios
13,15511150294,48.89675872870618,2.220786921682042,com.nike.sport.running.ios
14,12573027697,,,com.nike.sport.running.ios
15,12573027706,51.51444221851557,-0.08099860511727724,com.nike.sport.running.ios
16,12573027959,20.60864018743914,-87.09056228407387,com.nike.sport.running.ios
17,15094056498,34.74742883353936,135.635905824728,com.nike.sport.running.ios
18,15094056421,18.98961092347185,-98.27979784468029,com.nike.sport.running.ios
19,15094056187,,,com.nike.sport.running.ios
20,15094055888,-34.55909291751176,-58.5038646776774,com.nike.sport.running.ios
21,15094055837,-31.88937650065114,115.785768739987,com.nike.sport.running.ios
22,15094055779,-33.89105787503895,-60.5666342843888,com.nike.sport.running.ios
23,15094055705,33.36428141224511,130.8222836909171,com.nike.sport.running.ios
24,15094055663,50.33356688455709,30.41347229856105,com.nike.sport.running.ios
25,12573028741,4.927233215426027,114.944356000158,com.nike.sport.running.ios
26,12573028741,4.927265737210332,114.9442865141807,com.nike.sport.running.ios
27,12573028757,28.21642313620841,-81.29662075087549,com.nike.sport.running.ios
28,12573028808,14.24503970426903,100.6022406556649,com.nike.sport.running.ios
29,12573028808,,,com.nike.sport.running.ios
30,12573028808,,,com.nike.sport.running.ios
31,12573028808,14.24503970426903,100.6022406556649,com.nike.sport.running.ios
32,12573028808,,,com.nike.sport.running.ios
33,12573029039,21.4482294861427,-157.7390769404897,com.nike.sport.running.ios
34,15094055432,41.40322459865492,-73.28583229339988,com.nike.sport.running.ios
35,15094055400,-37.0689458633187,174.9284382072975,com.nike.sport.running.ios
36,12573029173,51.57779167876726,-0.1025664992631437,com.nike.sport.running.ios
37,12573029303,31.12122096589871,121.5874465183556,com.nike.sport.running.ios
38,15094053227,,,com.nike.sport.running.ios
39,15094052937,1.383208399639822,103.865304496236,com.nike.sport.running.ios
40,15094052788,35.59925692624934,140.1272033808195,com.nike.sport.running.ios
41,12573029517,53.01842641694061,-2.279826006315635,com.nike.sport.running.ios
42,15094052666,25.02015095206445,121.3065742236761,com.nike.sport.running.ios
43,12573029653,54.21448498969359,-5.886565083643315,com.nike.sport.running.ios
44,12573029711,49.05701016843973,20.28516697930187,com.nike.sport.running.ios
45,12573029903,33.90127855821876,-117.3291316722681,com.nike.sport.running.ios
46,12573030177,50.08338878401563,8.645526012413805,com.nike.sport.running.ios
47,15094052529,,,com.nike.sport.running.ios
48,12573030428,28.58554764723921,-81.53715085948762,com.nike.sport.running.ios
49,15094052488,19.14563492364851,-96.09756977260072,com.nike.sport.running.ios
50,12573030863,,,com.nike.sport.running.ios
51,15094052266,35.37043407097028,139.6163444874246,com.nike.sport.running.ios
52,15094052189,35.55138775150809,139.5550948196459,com.nike.sport.running.ios
53,15094052189,35.5451463349495,139.569160575177,com.nike.sport.running.ios
54,12573031068,45.9635642020335,8.54234584306275,com.nike.sport.running.ios
55,12573031484,,,com.nike.sport.running.ios
56,12573031489,-25.45730433429168,-49.22389975753541,com.nike.sport.running.ios
57,12573031575,53.50841521756119,-2.140562888236847,com.nike.sport.running.ios
58,12573031575,,,com.nike.sport.running.ios
59,15094046437,31.89135601281365,131.4020557423415,com.nike.sport.running.ios
60,15094046357,20.70470346139809,-103.3905449510584,com.nike.sport.running.ios
61,12573031675,-30.04228227308955,-51.18768353019951,com.nike.sport.running.ios
62,15094045685,,,com.nike.sport.running.ios
63,15094045622,35.18382847312389,33.3549341652853,com.nike.sport.running.ios
64,15094045614,41.56109673906263,2.00771726668068,com.nike.sport.running.ios
65,12573031802,-25.32724230086927,-57.54412863408918,com.nike.sport.running.ios
66,12573062002,34.84109211716321,134.6819020808997,com.nike.sport.running.ios
67,15094045219,35.29600004668841,139.6734531597604,com.nike.sport.running.ios
68,15094044926,-23.57888127679339,-46.58971158791947,com.nike.sport.running.ios
69,15094044916,19.43507223857514,-99.14550586612815,com.nike.sport.running.ios
70,15094044905,-27.07530882677722,-52.13494093162206,com.nike.sport.running.ios
71,12573062582,,,com.nike.sport.running.ios
72,15511079095,26.1284770469959,119.316061802262,com.nike.sport.running.ios
73,15511078673,,,com.nike.sport.running.ios
74,15094044806,29.77535748192795,-95.43288337567245,com.nike.sport.running.ios
75,15093976996,,,com.nike.sport.running.ios
76,15093976996,,,com.nike.sport.running.ios
77,15093976760,13.78198640887978,100.7198327221914,com.nike.sport.running.ios
78,15093975951,-33.49218711725761,-70.6518808287295,com.nike.sport.running.ios
79,15093975557,42.83415544782098,11.58588792198485,com.nike.sport.running.ios
80,15093975011,36.61078269596827,138.17217693677,com.nike.sport.running.ios
81,12573063249,35.53889108825059,139.6736098175307,com.nike.sport.running.ios
82,12573063383,-30.03726172263737,-51.20161517527998,com.nike.sport.running.ios
83,12573063417,46.20556712154877,6.157887037849201,com.nike.sport.running.ios
84,12573063449,-20.50651868341538,-40.37464949306136,com.nike.sport.running.ios
85,15093974581,53.48193003801022,-113.5852086079433,com.nike.sport.running.ios
86,12573063587,50.20333583005723,-5.489636957650529,com.nike.sport.running.ios
87,15093974577,21.14899386653784,-86.83898549535017,com.nike.sport.running.ios
88,10152336341,,,com.nike.sport.running.ios
89,15093974410,35.63494141216915,139.5394633246023,com.nike.sport.running.ios
90,15093861929,,,com.nike.sport.running.ios
91,12573063895,,,com.nike.sport.running.ios
92,12573064623,-25.46207191890614,-49.28603002806128,com.nike.sport.running.ios
93,12573064699,33.09523376173628,-87.68952487044753,com.nike.sport.running.ios
94,12573064785,,,com.nike.sport.running.ios
95,15093861199,43.74478158545097,7.256288845098815,com.nike.sport.running.ios
96,15093861187,38.66124171767259,-90.56149430581421,com.nike.sport.running.ios
97,12573065294,,,com.nike.sport.running.ios
98,15093861065,,,com.nike.sport.running.ios
99,12573065459,-23.48728287501585,-46.60883062523474,com.nike.sport.running.ios
100,12573065459,-23.48446450198394,-46.60782555122544,com.nike.sport.running.ios
101,10010198301,,,com.nike.sport.running.ios
102,12573066009,-34.40112321175113,-53.78090439369323,com.nike.sport.running.ios
103,12573066155,,,com.nike.sport.running.ios
104,15093861034,-23.01113063471672,-43.33009237427574,com.nike.sport.running.ios
105,10152933093,28.02168197932469,-82.52133800655838,com.nike.sport.running.ios
106,12573347431,35.61077164955028,139.4868477714616,com.nike.sport.running.ios
107,12573347707,,,com.nike.sport.running.ios
108,15541790572,4.683363586668562,-74.03388622223775,com.nike.sport.running.ios
109,15093860793,27.53142081669302,-99.4354238268914,com.nike.sport.running.ios
110,1015304068,48.84971592579861,2.386371083559828,com.nike.sport.running.ios
111,15093860599,45.46308615249159,-122.8487133142751,com.nike.sport.running.ios
112,12573348681,24.95678745212495,121.5368131176769,com.nike.sport.running.ios
113,12573348821,,,com.nike.sport.running.ios
114,12573349053,52.26304545537779,6.818687450147065,com.nike.sport.running.ios
115,12573349251,37.24456370811653,-80.42301286950746,com.nike.sport.running.ios
116,1015324935,29.79081532920691,-98.72736607687429,com.nike.sport.running.ios
117,12573349417,,,com.nike.sport.running.ios
118,12573349643,33.86562434933767,-117.7434786422163,com.nike.sport.running.ios
119,12573349781,,,com.nike.sport.running.ios
120,15093860388,,,com.nike.sport.running.ios
121,12573349953,-25.43354042342439,-49.24424221743759,com.nike.sport.running.ios
122,12573350014,52.95048560952111,-1.158336522058731,com.nike.sport.running.ios
123,12573350115,19.53752859963061,-96.91528075383688,com.nike.sport.running.ios
124,15093860387,35.8345834114619,139.65547240971,com.nike.sport.running.ios
125,15093860296,29.76952445696087,-95.59738431134782,com.nike.sport.running.ios
126,15093860228,,,com.nike.sport.running.ios
127,12573350250,19.68253343086735,-101.2284974128525,com.nike.sport.running.ios
128,1550969745,51.3477890706168,6.57349222340302,com.nike.sport.running.ios
129,12573350629,,,com.nike.sport.running.ios
130,12573350846,34.53018696050582,132.4318580423784,com.nike.sport.running.ios
131,12573350853,34.04784133195323,-118.2277430222539,com.nike.sport.running.ios
132,15093859915,53.78008284145387,-2.694055996837741,com.nike.sport.running.ios
133,15508591946,-33.56614639054384,-70.78043525113796,com.nike.sport.running.ios
134,15093859850,32.79944662473425,130.7027298399533,com.nike.sport.running.ios
135,12573351124,,,com.nike.sport.running.ios
136,12573351209,27.32661010234368,-81.41832732603086,com.nike.sport.running.ios
137,12573351262,,,com.nike.sport.running.ios
138,12573351262,23.10864984525657,113.0877652858506,com.nike.sport.running.ios
139,12573351644,19.14947355633522,-96.09604644598075,com.nike.sport.running.ios
140,12573351745,22.19590493014287,113.5500382260546,com.nike.sport.running.ios
141,15508591636,26.10062725172568,-97.95702286362186,com.nike.sport.running.ios
142,15093855424,30.18462614159117,119.4742067904393,com.nike.sport.running.ios
143,15093855420,31.19399994148984,121.3984009904055,com.nike.sport.running.ios
144,15093855412,,,com.nike.sport.running.ios
145,15093855298,,,com.nike.sport.running.ios
146,15093855264,,,com.nike.sport.running.ios
147,15093855172,,,com.nike.sport.running.ios
148,15093855075,-34.76796248465289,-58.38663630192949,com.nike.sport.running.ios
149,15093855075,,,com.nike.sport.running.ios
150,12573432278,33.22052506733054,131.6652325821404,com.nike.sport.running.ios
151,12573432278,33.21030077993237,131.6635603086386,com.nike.sport.running.ios
152,15093854734,31.88308592423041,34.73469827327387,com.nike.sport.running.ios
153,15093854653,48.94179289233772,2.138060638683045,com.nike.sport.running.ios
154,12573432467,2.719482248651534,101.9514451828803,com.nike.sport.running.ios
155,15093854643,,,com.nike.sport.running.ios
156,15093854526,55.86106556938576,-4.258453818042072,com.nike.sport.running.ios
157,15093854332,36.6997422231703,-2.787771038713667,com.nike.sport.running.ios
158,15093853941,29.32231157555182,-96.09275277712949,com.nike.sport.running.ios
159,15093853750,19.49775043411134,-99.20996529990734,com.nike.sport.running.ios
160,12573432556,36.1823394941503,-115.3372189031125,com.nike.sport.running.ios
161,15093834773,,,com.nike.sport.running.ios
162,12573432583,33.2429309841555,-84.26023221582571,com.nike.sport.running.ios
163,12573432621,-25.42492697017773,-49.30652998392405,com.nike.sport.running.ios
164,15093834586,22.83152636959388,120.2356741328786,com.nike.sport.running.ios
165,12573432633,,,com.nike.sport.running.ios
166,12573432899,,,com.nike.sport.running.ios
167,12573433026,23.07417843027327,113.2850231510711,com.nike.sport.running.ios
168,12573433274,-31.36662532112688,-64.2594686430546,com.nike.sport.running.ios
169,12573433470,29.68109827025764,-95.28802938768202,com.nike.sport.running.ios
170,15093834465,31.2109822292042,121.538155047153,com.nike.sport.running.ios
171,12573433678,,,com.nike.sport.running.ios
172,12573433841,50.51000259355689,7.485626516870675,com.nike.sport.running.ios
173,15093834442,1.355846598745655,103.8714617584868,com.nike.sport.running.ios
174,15093834334,48.67773586888674,2.362130535768682,com.nike.sport.running.ios
175,12573434229,40.86647274907759,-73.11279024935617,com.nike.sport.running.ios
176,12573434612,,,com.nike.sport.running.ios
177,12573434612,29.64491246270914,-82.34347938567618,com.nike.sport.running.ios
178,15093834232,51.41152958856095,-0.8681167289622762,com.nike.sport.running.ios
179,12573434948,24.33766860982807,120.5923046452185,com.nike.sport.running.ios
180,15093833501,37.15837934523556,138.2563661133295,com.nike.sport.running.ios
181,15093833209,,,com.nike.sport.running.ios
182,15093833046,43.81245380271581,-79.35962989933729,com.nike.sport.running.ios
183,15093761998,-23.97280993873623,-46.37134272609499,com.nike.sport.running.ios
184,15093761723,-22.98786515372152,-43.19820706736594,com.nike.sport.running.ios
185,15093760133,,,com.nike.sport.running.ios
186,15093760019,23.07780230419997,113.3151727729601,com.nike.sport.running.ios
187,1015531156,35.95766333400827,-115.123837022218,com.nike.sport.running.ios
188,15093760005,-26.27658235466249,27.97252621823242,com.nike.sport.running.ios
